UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
1.69E+09,6/25/2023 22:10,22:10:23,1.28,39.28,2.72,16.97,93.73,94.88,6:13:00,18:15:00
1.69E+09,6/25/2023 22:05,22:05:22,1.28,38.1,3.29,17.09,93.72,94.87,6:13:00,18:15:00
1.69E+09,6/25/2023 22:00,22:00:22,1.26,36.04,3.76,19.29,93.77,94.92,6:13:00,18:15:00
1.69E+09,6/25/2023 21:55,21:55:20,1.24,33.58,4.01,21.61,93.84,95.01,6:13:00,18:15:00
1.69E+09,6/25/2023 21:50,21:50:19,1.28,32.65,4.12,21.18,93.92,95.09,6:13:00,18:15:00
1.69E+09,6/25/2023 21:45,21:45:22,1.25,32.05,4.19,20.94,93.98,95.15,6:13:00,18:15:00
1.69E+09,6/25/2023 21:40,21:40:24,1.3,31.46,4.22,20.75,94.02,95.2,6:13:00,18:15:00
1.69E+09,6/25/2023 21:35,21:35:20,1.26,31.03,4.09,20.75,94.06,95.23,6:13:00,18:15:00
1.69E+09,6/25/2023 21:30,21:30:23,1.26,30.58,3.82,20.94,94.07,95.25,6:13:00,18:15:00
1.69E+09,6/25/2023 21:25,21:25:22,1.24,30.1,3.29,21.18,94.07,95.25,6:13:00,18:15:00
1.69E+09,6/25/2023 21:20,21:20:19,1.28,29.75,2.57,21.48,94.06,95.24,6:13:00,18:15:00
1.69E+09,6/25/2023 21:15,21:15:19,1.29,29.23,2.14,21.97,94.06,95.24,6:13:00,18:15:00
1.69E+09,6/25/2023 21:10,21:10:21,1.28,28.71,2.49,22.09,94.08,95.26,6:13:00,18:15:00
1.69E+09,6/26/2023 21:05,21:05:21,1.25,28.53,3.05,21.97,94.12,95.31,6:13:00,18:15:00
1.69E+09,6/26/2023 21:00,21:00:19,1.26,29.22,3.6,21.67,94.19,95.37,6:13:00,18:15:00
1.69E+09,6/26/2023 20:55,20:55:24,1.27,30.51,4,21.36,94.25,95.43,6:13:00,18:15:00
1.69E+09,6/26/2023 20:50,20:50:20,1.27,31.77,3.74,21.18,94.29,95.46,6:13:00,18:15:00
1.69E+09,6/26/2023 20:45,20:45:19,1.28,32.73,3.49,20.87,94.33,95.5,6:13:00,18:15:00
1.69E+09,6/26/2023 20:40,20:40:20,1.27,33.35,3.61,20.45,94.36,95.54,6:13:00,18:15:00
1.69E+09,6/26/2023 20:35,20:35:21,1.28,33.76,3.99,19.96,94.37,95.54,6:13:00,18:15:00
1.69E+09,6/26/2023 20:30,20:30:24,1.27,34.31,4.5,19.41,94.34,95.5,6:13:00,18:15:00
1.69E+09,6/26/2023 20:25,20:25:19,1.27,34.56,5.04,18.92,94.29,95.45,6:13:00,18:15:00
1.69E+09,6/26/2023 20:20,20:20:19,1.27,34.65,5.45,18.62,94.23,95.39,6:13:00,18:15:00
1.69E+09,6/26/2023 20:15,20:15:19,1.27,34.56,5.64,18.43,94.15,95.32,6:13:00,18:15:00
1.69E+09,6/26/2023 20:10,20:10:19,1.27,34,5.8,18.19,94.11,95.27,6:13:00,18:15:00
1.69E+09,6/26/2023 20:05,20:05:23,1.28,32.91,5.97,18.01,94.09,95.26,6:13:00,18:15:00
1.69E+09,6/26/2023 20:00,20:00:22,1.29,31.47,5.7,18.13,94.15,95.33,6:13:00,18:15:00
1.69E+09,6/26/2023 19:55,19:55:23,1.29,29.74,5.49,18.92,94.24,95.43,6:13:00,18:15:00
1.69E+09,6/26/2023 19:50,19:50:23,1.29,29.01,5.94,18.98,94.33,95.52,6:13:00,18:15:00
1.69E+09,6/26/2023 19:45,19:45:24,1.25,28.33,6.03,19.29,94.38,95.57,6:13:00,18:15:00
1.69E+09,6/26/2023 19:40,19:40:19,1.27,27.58,5.27,19.84,94.4,95.6,6:13:00,18:15:00
1.69E+09,6/26/2023 19:35,19:35:21,1.3,27.03,4.5,20.2,94.41,95.61,6:13:00,18:15:00
1.69E+09,6/26/2023 19:30,19:30:23,1.28,26.62,3.92,20.39,94.41,95.6,6:13:00,18:15:00
1.69E+09,6/26/2023 19:25,19:25:22,1.26,26.33,3.55,20.45,94.37,95.57,6:13:00,18:15:00
1.69E+09,6/26/2023 19:20,19:20:19,1.3,26.05,3.2,20.51,94.33,95.53,6:13:00,18:15:00
1.69E+09,6/26/2023 19:15,19:15:20,1.27,25.75,2.97,20.51,94.3,95.5,6:13:00,18:15:00
1.69E+09,6/26/2023 19:10,19:10:25,1.25,25.54,2.8,20.45,94.28,95.48,6:13:00,18:15:00
1.69E+09,6/27/2023 19:05,19:05:25,1.3,25.65,2.36,20.39,94.3,95.5,6:13:00,18:15:00
1.69E+09,6/27/2023 19:00,19:00:23,1.29,26.8,2.32,20.14,94.37,95.57,6:13:00,18:15:00
1.69E+09,6/27/2023 18:55,18:55:21,1.26,28.63,2.32,19.35,94.47,95.66,6:13:00,18:15:00
1.69E+09,6/27/2023 18:50,18:50:26,1.29,30.43,3.23,18.31,94.51,95.7,6:13:00,18:15:00
1.69E+09,6/27/2023 18:45,18:45:18,1.23,31.81,3.39,17.33,94.5,95.68,6:13:00,18:15:00
1.69E+09,6/27/2023 18:40,18:40:19,1.27,33.22,2.44,16.36,94.46,95.63,6:13:00,18:15:00
1.69E+09,6/27/2023 18:35,18:35:19,1.3,34.69,1.4,15.44,94.38,95.55,6:13:00,18:15:00
1.69E+09,6/27/2023 18:30,18:30:24,1.29,35.83,0.79,14.83,94.3,95.46,6:13:00,18:15:00
1.69E+09,6/27/2023 18:25,18:25:22,1.55,36.75,0.89,14.16,94.2,95.36,6:13:00,18:15:00
1.69E+09,6/27/2023 18:20,18:20:22,2.78,37.24,1.22,13.61,94.11,95.26,6:13:00,18:15:00
1.69E+09,6/27/2023 18:15,18:15:20,4.63,37.33,1.61,13.12,94.04,95.19,6:13:00,18:15:00
1.69E+09,6/27/2023 18:10,18:10:26,6.47,36.93,2.14,12.76,94,95.15,6:13:00,18:15:00
1.69E+09,6/27/2023 18:05,18:05:21,8.45,35.83,2.67,12.76,94.01,95.16,6:13:00,18:15:00
1.69E+09,6/27/2023 18:00,18:00:20,10.57,33.61,3.31,14.71,94.06,95.23,6:13:00,18:15:00
1.69E+09,6/27/2023 17:55,17:55:19,13.11,30.36,3.77,17.64,94.15,95.33,6:13:00,18:15:00
1.69E+09,6/27/2023 17:50,17:50:19,16.06,29.29,4.04,17.46,94.24,95.42,6:13:00,18:15:00
1.69E+09,6/27/2023 17:45,17:45:21,19.95,28.68,4.13,17.4,94.32,95.51,6:13:00,18:15:00
1.69E+09,6/27/2023 17:40,17:40:21,28.71,28.16,4.02,17.52,94.37,95.56,6:13:00,18:15:00
1.69E+09,6/27/2023 17:35,17:35:24,41.55,27.69,3.68,17.88,94.4,95.6,6:13:00,18:15:00
1.69E+09,6/27/2023 17:30,17:30:21,43.42,27.34,3.22,18.37,94.41,95.6,6:13:00,18:15:00
1.69E+09,6/27/2023 17:25,17:25:20,55.97,27.37,2.62,18.49,94.4,95.59,6:13:00,18:15:00
1.69E+09,6/27/2023 17:20,17:20:21,57.17,27.1,1.5,18.68,94.4,95.6,6:13:00,18:15:00
1.69E+09,6/27/2023 17:15,17:15:24,66.65,26.83,0.55,18.49,94.43,95.63,6:13:00,18:15:00
1.69E+09,6/27/2023 17:10,17:10:22,78.91,26.8,1.01,18.31,94.46,95.66,6:13:00,18:15:00
1.69E+09,6/28/2023 17:05,17:05:21,73.09,26.92,1.55,17.46,94.49,95.69,6:13:00,18:15:00
1.69E+09,6/28/2023 17:00,17:00:20,327.03,27.88,1.4,17.03,94.51,95.71,6:13:00,18:15:00
1.69E+09,6/28/2023 16:55,16:55:20,199.98,29.99,0.71,16.6,94.54,95.73,6:13:00,18:15:00
1.69E+09,6/28/2023 16:50,16:50:20,117.33,32.12,0.69,16.17,94.56,95.74,6:13:00,18:15:00
1.69E+09,6/28/2023 16:45,16:45:20,109.73,33.54,1.62,16.17,94.57,95.74,6:13:00,18:15:00
1.69E+09,6/28/2023 16:40,16:40:22,93.9,34.46,2.27,16.36,94.55,95.72,6:13:00,18:15:00
1.69E+09,6/28/2023 16:35,16:35:23,147.89,35.17,2.68,16.6,94.5,95.67,6:13:00,18:15:00
1.69E+09,6/28/2023 16:30,16:30:20,179.72,35.79,2.95,16.72,94.42,95.59,6:13:00,18:15:00
1.69E+09,6/28/2023 16:25,16:25:19,151.32,36.09,3.19,16.78,94.34,95.5,6:13:00,18:15:00
1.69E+09,6/28/2023 16:20,16:20:22,136.84,36.24,3.25,16.85,94.26,95.42,6:13:00,18:15:00
1.69E+09,6/28/2023 16:15,16:15:24,137.98,36.13,3.28,16.78,94.2,95.36,6:13:00,18:15:00
1.69E+09,6/28/2023 16:10,16:10:25,175.03,35.65,3.46,16.66,94.16,95.32,6:13:00,18:15:00
1.69E+09,6/28/2023 16:05,16:05:21,117.54,34.64,3.72,16.78,94.15,95.31,6:13:00,18:15:00
1.69E+09,6/28/2023 16:00,16:00:26,143.54,32.74,4.01,18.13,94.19,95.36,6:13:00,18:15:00
1.69E+09,6/28/2023 15:55,15:55:24,205.58,30.24,4.15,20.32,94.26,95.44,6:13:00,18:15:00
1.69E+09,6/28/2023 15:50,15:50:22,256.17,29.34,3.9,20.63,94.32,95.51,6:13:00,18:15:00
1.69E+09,6/28/2023 15:45,15:45:18,516.02,28.8,3.43,21.06,94.38,95.57,6:13:00,18:15:00
1.69E+09,6/28/2023 15:40,15:40:22,212.47,28.31,3.07,21.36,94.39,95.59,6:13:00,18:15:00
1.69E+09,6/28/2023 15:35,15:35:18,427.36,27.88,2.8,21.36,94.4,95.59,6:13:00,18:15:00
1.69E+09,6/28/2023 15:30,15:30:25,379.81,27.54,2.58,21.18,94.38,95.57,6:13:00,18:15:00
1.69E+09,6/28/2023 15:25,15:25:21,223.31,27.21,2.47,21,94.36,95.56,6:13:00,18:15:00
1.69E+09,6/28/2023 15:20,15:20:20,223.77,26.91,2.47,20.81,94.36,95.55,6:13:00,18:15:00
1.69E+09,6/28/2023 15:15,15:15:22,266.97,26.76,2.29,20.63,94.37,95.57,6:13:00,18:15:00
1.69E+09,6/28/2023 15:10,15:10:24,229.12,26.64,2,20.51,94.39,95.59,6:13:00,18:15:00
1.69E+09,6/29/2023 15:05,15:05:20,258.49,26.9,1.73,20.57,94.4,95.6,6:13:00,18:15:00
1.69E+09,6/29/2023 15:00,15:00:21,264.75,28.42,1.8,19.53,94.42,95.61,6:13:00,18:15:00
1.69E+09,6/29/2023 14:55,14:55:23,932.34,30.88,1.88,18.31,94.44,95.63,6:13:00,18:15:00
1.69E+09,6/29/2023 14:50,14:50:20,989.25,32.9,1.74,17.46,94.45,95.63,6:13:00,18:15:00
1.69E+09,6/29/2023 14:45,14:45:19,642.65,33.99,1.61,17.09,94.43,95.6,6:13:00,18:15:00
1.69E+09,6/29/2023 14:40,14:40:22,507.41,34.98,1.56,16.78,94.4,95.56,6:13:00,18:15:00
1.69E+09,6/29/2023 14:35,14:35:20,268.03,35.99,1.82,16.6,94.33,95.5,6:13:00,18:15:00
1.69E+09,6/29/2023 14:30,14:30:23,751.04,36.65,2.28,16.42,94.25,95.41,6:13:00,18:15:00
1.69E+09,6/29/2023 14:25,14:25:21,375.39,37.08,2.77,16.3,94.17,95.33,6:13:00,18:15:00
1.69E+09,6/29/2023 14:20,14:20:21,200.48,37.37,3.11,16.17,94.1,95.25,6:13:00,18:15:00
1.69E+09,6/29/2023 14:15,14:15:20,284.26,37.51,3.57,15.93,94.02,95.17,6:13:00,18:15:00
1.69E+09,6/29/2023 14:10,14:10:24,622.42,37.22,4.2,15.75,93.95,95.1,6:13:00,18:15:00
1.69E+09,6/29/2023 14:05,14:05:22,1021.37,36.25,4.83,15.99,93.92,95.07,6:13:00,18:15:00
1.69E+09,6/29/2023 14:00,14:00:20,330.28,34.14,5.08,17.52,93.94,95.1,6:13:00,18:15:00
1.69E+09,6/29/2023 13:55,13:55:20,325.24,31.23,5.16,19.47,93.99,95.17,6:13:00,18:15:00
1.69E+09,6/29/2023 13:50,13:50:19,311.73,30.17,4.96,19.71,94.06,95.24,6:13:00,18:15:00
1.69E+09,6/29/2023 13:45,13:45:23,306.01,29.4,4.45,19.96,94.12,95.31,6:13:00,18:15:00
1.69E+09,6/29/2023 13:40,13:40:27,293.37,28.73,4.14,20.14,94.15,95.34,6:13:00,18:15:00
1.69E+09,6/29/2023 13:35,13:35:26,227.36,28.19,4.03,20.14,94.15,95.34,6:13:00,18:15:00
1.69E+09,6/29/2023 13:30,13:30:19,136.09,27.65,3.8,20.08,94.13,95.32,6:13:00,18:15:00
1.69E+09,6/29/2023 13:25,13:25:27,161.71,27.16,3.47,19.96,94.11,95.3,6:13:00,18:15:00
1.69E+09,6/29/2023 13:20,13:20:21,170.98,26.65,2.97,19.96,94.1,95.29,6:13:00,18:15:00
1.69E+09,6/29/2023 13:15,13:15:22,189.56,26.13,2.36,19.96,94.12,95.32,6:13:00,18:15:00
1.69E+09,6/29/2023 13:10,13:10:27,243.04,25.66,1.66,19.84,94.15,95.35,6:13:00,18:15:00
1.69E+09,6/30/2023 13:05,13:05:20,479.91,25.85,0.97,19.71,94.19,95.39,6:13:00,18:15:00
1.69E+09,6/30/2023 13:00,13:00:18,355.71,27.41,0.69,18.8,94.24,95.43,6:13:00,18:15:00
1.69E+09,6/30/2023 12:55,12:55:21,262.32,29.65,1.33,17.82,94.29,95.47,6:13:00,18:15:00
1.69E+09,6/30/2023 12:50,12:50:22,267.67,31.22,1.57,17.58,94.31,95.49,6:13:00,18:15:00
1.69E+09,6/30/2023 12:45,12:45:21,331.66,32.31,1.49,17.52,94.29,95.46,6:13:00,18:15:00
1.69E+09,6/30/2023 12:40,12:40:21,263.4,33.33,1.42,17.27,94.26,95.43,6:13:00,18:15:00
1.69E+09,6/30/2023 12:35,12:35:20,281.78,34.33,1.46,16.97,94.2,95.37,6:13:00,18:15:00
1.69E+09,6/30/2023 12:30,12:30:19,251.31,35.15,1.68,16.54,94.13,95.3,6:13:00,18:15:00
1.69E+09,6/30/2023 12:25,12:25:18,251.39,35.75,2.06,16.05,94.06,95.22,6:13:00,18:15:00
1.69E+09,6/30/2023 12:20,12:20:22,349.41,36.05,2.44,15.56,94.01,95.17,6:13:00,18:15:00
1.69E+09,6/30/2023 12:15,12:15:23,457,36.08,2.83,14.95,93.96,95.12,6:13:00,18:15:00
1.69E+09,6/30/2023 12:10,12:10:21,417.61,35.72,3.19,14.4,93.93,95.09,6:13:00,18:15:00
1.69E+09,6/30/2023 12:05,12:05:22,1065.45,34.65,3.59,14.04,93.92,95.08,6:13:00,18:15:00
1.69E+09,6/30/2023 12:00,12:00:25,915.28,32.51,3.98,15.62,93.94,95.11,6:13:00,18:15:00
1.69E+09,6/30/2023 11:55,11:55:21,698.48,29.44,4.15,17.88,94,95.18,6:13:00,18:15:00
1.69E+09,6/30/2023 11:50,11:50:21,718.25,28.37,3.94,17.88,94.05,95.24,6:13:00,18:15:00
1.69E+09,6/30/2023 11:45,11:45:25,900.41,27.71,3.59,18.07,94.09,95.28,6:13:00,18:15:00
1.69E+09,6/30/2023 11:40,11:40:28,840.65,27.21,3.23,18.25,94.13,95.32,6:13:00,18:15:00
1.69E+09,6/30/2023 11:35,11:35:24,1387.17,26.88,2.61,18.43,94.14,95.34,6:13:00,18:15:00
1.69E+09,6/30/2023 11:30,11:30:22,1153.38,26.55,1.96,18.62,94.13,95.33,6:13:00,18:15:00
1.69E+09,6/30/2023 11:25,11:25:21,1148.24,26.24,1.63,18.62,94.12,95.32,6:13:00,18:15:00
1.69E+09,6/30/2023 11:20,11:20:22,669.1,25.86,1.65,18.49,94.12,95.32,6:13:00,18:15:00
1.69E+09,6/30/2023 11:15,11:15:27,1136.31,25.44,1.68,18.43,94.15,95.35,6:13:00,18:15:00
1.69E+09,6/30/2023 11:10,11:10:25,1298.4,25.01,1.51,18.31,94.19,95.39,6:13:00,18:15:00
1.69E+09,7/1/2023 11:05,11:05:21,1148.18,25.3,1.14,18.37,94.24,95.44,6:13:00,18:15:00
1.69E+09,7/1/2023 11:00,11:00:29,1146.34,27.08,1.11,17.58,94.3,95.49,6:13:00,18:15:00
1.69E+09,7/1/2023 10:55,10:55:22,1011.93,29.49,1.72,17.4,94.35,95.54,6:13:00,18:15:00
1.69E+09,7/1/2023 10:50,10:50:21,559.83,31.31,1.61,17.03,94.38,95.56,6:13:00,18:15:00
1.69E+09,7/1/2023 10:45,10:45:19,1041.63,32.61,1.31,16.85,94.37,95.55,6:13:00,18:15:00
1.69E+09,7/1/2023 10:40,10:40:21,1009.13,33.79,1.23,16.66,94.34,95.51,6:13:00,18:15:00
1.69E+09,7/1/2023 10:35,10:35:21,940.05,34.87,1.35,16.42,94.29,95.45,6:13:00,18:15:00
1.69E+09,7/1/2023 10:30,10:30:21,920.85,35.81,1.67,16.17,94.22,95.38,6:13:00,18:15:00
1.69E+09,7/1/2023 10:25,10:25:22,905.51,36.48,2.14,15.87,94.14,95.3,6:13:00,18:15:00
1.69E+09,7/1/2023 10:20,10:20:21,894.08,36.8,2.48,15.5,94.08,95.23,6:13:00,18:15:00
1.69E+09,7/1/2023 10:10,10:10:20,875.37,36.89,2.8,15.2,94.02,95.18,6:13:00,18:15:00
1.69E+09,7/1/2023 10:05,10:05:21,860.83,36.49,3.28,14.77,93.99,95.15,6:13:00,18:15:00
1.69E+09,7/1/2023 10:00,10:00:20,846.5,35.43,3.86,14.83,94,95.16,6:13:00,18:15:00
1.69E+09,7/1/2023 9:55,9:55:20,832.09,33.23,4.34,16.6,94.06,95.23,6:13:00,18:15:00
1.69E+09,7/1/2023 9:50,9:50:23,818.39,30.34,4.58,18.43,94.14,95.32,6:13:00,18:15:00
1.69E+09,7/1/2023 9:45,9:45:20,804.03,29.34,4.66,18.49,94.22,95.41,6:13:00,18:15:00
1.69E+09,7/1/2023 9:40,9:40:20,789.78,28.73,4.61,18.55,94.3,95.49,6:13:00,18:15:00
1.69E+09,7/1/2023 9:35,9:35:22,775.25,28.18,4.2,18.86,94.34,95.53,6:13:00,18:15:00
1.69E+09,7/1/2023 9:30,9:30:21,762.13,27.63,3.55,19.29,94.34,95.54,6:13:00,18:15:00
1.69E+09,7/1/2023 9:25,9:25:21,746.41,27.19,2.89,19.59,94.32,95.52,6:13:00,18:15:00
1.69E+09,7/1/2023 9:20,9:20:19,729.94,26.87,2.46,19.71,94.3,95.49,6:13:00,18:15:00
1.69E+09,7/1/2023 9:15,9:15:22,714.11,26.62,2.08,19.71,94.3,95.49,6:13:00,18:15:00
1.69E+09,7/1/2023 9:10,9:10:18,695.98,26.31,1.67,19.65,94.31,95.51,6:13:00,18:15:00
1.69E+09,7/1/2023 9:05,9:05:22,679.58,25.99,1.28,19.53,94.35,95.55,6:13:00,18:15:00
1.69E+09,7/2/2023 9:00,9:00:24,661.91,26.32,0.97,19.59,94.4,95.6,6:13:00,18:15:00
1.69E+09,7/2/2023 8:55,8:55:25,644.63,28.24,0.79,18.55,94.46,95.65,6:13:00,18:15:00
1.69E+09,7/2/2023 8:50,8:50:19,626.64,31.01,1.19,17.88,94.5,95.68,6:13:00,18:15:00
1.69E+09,7/2/2023 8:45,8:45:25,608.33,33.32,1.51,17.09,94.5,95.67,6:13:00,18:15:00
1.69E+09,7/2/2023 8:40,8:40:22,589.97,35.04,1.33,16.48,94.47,95.64,6:13:00,18:15:00
1.69E+09,7/2/2023 8:35,8:35:21,570.94,36.48,1.25,16.05,94.42,95.58,6:13:00,18:15:00
1.69E+09,7/2/2023 8:30,8:30:21,551.96,37.76,1.47,15.75,94.34,95.5,6:13:00,18:15:00
1.69E+09,7/2/2023 8:25,8:25:23,532.48,38.72,1.8,15.38,94.24,95.39,6:13:00,18:15:00
1.69E+09,7/2/2023 8:20,8:20:27,512.72,39.39,2.17,14.95,94.15,95.29,6:13:00,18:15:00
1.69E+09,7/2/2023 8:15,8:15:24,492.85,39.81,2.47,14.4,94.06,95.2,6:13:00,18:15:00
1.69E+09,7/2/2023 8:10,8:10:27,472.36,39.99,2.79,13.79,93.99,95.13,6:13:00,18:15:00
1.69E+09,7/2/2023 8:05,8:05:20,451.12,39.65,3.27,13.24,93.93,95.07,6:13:00,18:15:00
1.69E+09,7/2/2023 8:00,8:00:20,430.18,38.58,4.03,13.31,93.9,95.05,6:13:00,18:15:00
1.69E+09,7/2/2023 7:55,7:55:19,409.64,35.55,4.88,16.11,93.93,95.09,6:13:00,18:15:00
1.69E+09,7/2/2023 7:50,7:50:22,388.16,32.12,5.43,17.21,93.99,95.16,6:13:00,18:15:00
1.69E+09,7/2/2023 7:45,7:45:20,366.43,30.83,5.3,17.46,94.06,95.24,6:13:00,18:15:00
1.69E+09,7/2/2023 7:40,7:40:23,345.42,29.85,4.59,18.13,94.12,95.3,6:13:00,18:15:00
1.69E+09,7/2/2023 7:35,7:35:22,323.83,29.05,3.9,18.55,94.14,95.32,6:13:00,18:15:00
1.69E+09,7/2/2023 7:30,7:30:19,299.86,28.42,3.8,18.55,94.15,95.34,6:13:00,18:15:00
1.69E+09,7/2/2023 7:25,7:25:23,198.71,27.87,3.87,18.49,94.16,95.35,6:13:00,18:15:00
1.69E+09,7/2/2023 7:20,7:20:24,210.01,27.35,3.61,18.62,94.18,95.37,6:13:00,18:15:00
1.69E+09,7/2/2023 7:15,7:15:20,122.09,26.87,3.07,18.86,94.2,95.39,6:13:00,18:15:00
1.69E+09,7/2/2023 7:10,7:10:23,170.68,26.48,2.47,18.86,94.23,95.43,6:13:00,18:15:00
1.69E+09,7/2/2023 7:05,7:05:22,22.43,26.09,1.88,18.86,94.26,95.46,6:13:00,18:15:00
1.69E+09,7/3/2023 7:00,7:00:20,20.86,26.37,1.37,18.86,94.3,95.5,6:13:00,18:15:00
1.69E+09,7/3/2023 6:55,6:55:19,19.88,28.41,1.39,17.82,94.33,95.52,6:13:00,18:15:00
1.69E+09,7/3/2023 6:50,6:50:19,18.99,31.37,2.16,16.72,94.37,95.55,6:13:00,18:15:00
1.69E+09,7/3/2023 6:45,6:45:20,17.95,34.3,2.55,15.75,94.37,95.54,6:13:00,18:15:00
1.69E+09,7/3/2023 6:40,6:40:24,16.75,36.17,2.68,15.38,94.36,95.52,6:13:00,18:15:00
1.69E+09,7/3/2023 6:35,6:35:23,15.42,37.62,2.94,15.14,94.32,95.48,6:13:00,18:15:00
1.69E+09,7/3/2023 6:30,6:30:18,13.96,38.3,3.32,15.5,94.26,95.41,6:13:00,18:15:00
1.69E+09,7/3/2023 6:25,6:25:23,11.64,38.08,3.81,16.6,94.19,95.34,6:13:00,18:15:00
1.69E+09,7/3/2023 6:20,6:20:21,9.72,38.23,4.26,17.03,94.11,95.26,6:13:00,18:15:00
1.69E+09,7/3/2023 6:15,6:15:21,7.26,38.43,4.58,17.09,94.03,95.18,6:13:00,18:15:00
1.69E+09,7/3/2023 6:10,6:10:22,5.86,38.48,4.83,17.09,93.96,95.1,6:13:00,18:15:00
1.69E+09,7/3/2023 6:05,6:05:20,2.98,38.11,4.94,17.09,93.89,95.04,6:13:00,18:15:00
1.69E+09,7/3/2023 6:00,6:00:20,1.62,37.1,5.03,17.58,93.85,95,6:13:00,18:15:00
1.69E+09,7/3/2023 5:55,5:55:23,1.23,34.8,5.11,19.78,93.85,95.01,6:13:00,18:15:00
1.69E+09,7/3/2023 5:50,5:50:22,1.21,32.23,5.24,20.63,93.87,95.04,6:13:00,18:15:00
1.69E+09,7/3/2023 5:45,5:45:22,1.2,31.26,4.93,20.39,93.91,95.08,6:13:00,18:15:00
1.69E+09,7/3/2023 5:40,5:40:24,1.24,30.39,4.19,20.26,93.94,95.11,6:13:00,18:15:00
1.69E+09,7/3/2023 5:35,5:35:21,1.21,29.48,3.31,20.02,93.94,95.13,6:13:00,18:15:00
1.69E+09,7/3/2023 5:30,5:30:21,1.21,28.65,2.62,19.65,93.94,95.13,6:13:00,18:15:00
1.69E+09,7/3/2023 5:25,5:25:23,1.26,27.86,2.43,19.47,93.94,95.13,6:13:00,18:15:00
1.69E+09,7/3/2023 5:20,5:20:19,1.18,27.11,2.29,19.59,93.94,95.13,6:13:00,18:15:00
1.69E+09,7/3/2023 5:15,5:15:22,1.23,26.5,1.98,19.84,93.95,95.14,6:13:00,18:15:00
1.69E+09,7/3/2023 5:10,5:10:21,1.24,26.1,1.9,19.78,93.98,95.18,6:13:00,18:15:00
1.69E+09,7/3/2023 5:05,5:05:24,1.19,25.8,2.08,19.59,94.02,95.22,6:13:00,18:15:00
1.69E+09,7/4/2023 5:00,5:00:19,1.24,26.3,2.04,19.84,94.07,95.26,6:13:00,18:15:00
1.69E+09,7/4/2023 4:55,4:55:21,1.23,28.42,1.62,19.1,94.12,95.31,6:13:00,18:15:00
1.69E+09,7/4/2023 4:50,4:50:20,1.21,30.73,1.43,18.49,94.16,95.34,6:13:00,18:15:00
1.69E+09,7/4/2023 4:45,4:45:22,1.24,33.05,1.78,17.7,94.17,95.34,6:13:00,18:15:00
1.69E+09,7/4/2023 4:40,4:40:21,1.24,34.87,2.34,17.33,94.17,95.34,6:13:00,18:15:00
1.69E+09,7/4/2023 4:35,4:35:25,1.21,36.37,2.73,17.27,94.15,95.31,6:13:00,18:15:00
1.69E+09,7/4/2023 4:30,4:30:18,1.22,37.44,2.86,17.21,94.09,95.25,6:13:00,18:15:00
1.69E+09,7/4/2023 4:25,4:25:21,1.18,38.09,2.94,17.15,94.02,95.17,6:13:00,18:15:00
1.69E+09,7/4/2023 4:20,4:20:18,1.24,38.39,3.22,17.03,93.95,95.09,6:13:00,18:15:00
1.69E+09,7/4/2023 4:15,4:15:20,1.22,38.05,3.53,17.09,93.89,95.04,6:13:00,18:15:00
1.69E+09,7/4/2023 4:10,4:10:23,1.22,37.34,3.98,17.33,93.87,95.02,6:13:00,18:15:00
1.69E+09,7/4/2023 4:05,4:05:23,1.22,36.11,4.4,17.7,93.85,95.01,6:13:00,18:15:00
1.69E+09,7/4/2023 4:00,4:00:19,1.21,34.57,4.57,18.19,93.86,95.02,6:13:00,18:15:00
1.69E+09,7/4/2023 3:55,3:55:20,1.23,32.68,4.4,19.17,93.9,95.07,6:13:00,18:15:00
1.69E+09,7/4/2023 3:50,3:50:19,1.22,30.57,4.01,20.94,93.95,95.13,6:13:00,18:15:00
1.69E+09,7/4/2023 3:45,3:45:18,1.23,29.67,3.48,21.42,94,95.18,6:13:00,18:15:00
1.69E+09,7/4/2023 3:40,3:40:19,1.22,29.1,2.86,21.55,94.04,95.22,6:13:00,18:15:00
1.69E+09,7/4/2023 3:35,3:35:20,1.22,28.53,2.58,21.67,94.04,95.22,6:13:00,18:15:00
1.69E+09,7/4/2023 3:30,3:30:21,1.2,27.97,2.77,21.36,94.05,95.24,6:13:00,18:15:00
1.69E+09,7/4/2023 3:25,3:25:23,1.2,27.48,2.94,20.94,94.03,95.22,6:13:00,18:15:00
1.69E+09,7/4/2023 3:20,3:20:21,1.23,26.88,2.75,20.81,94.02,95.21,6:13:00,18:15:00
1.69E+09,7/4/2023 3:15,3:15:22,1.22,26.31,2.28,20.75,94.01,95.21,6:13:00,18:15:00
1.69E+09,7/4/2023 3:10,3:10:24,1.22,25.92,1.73,20.39,94.03,95.23,6:13:00,18:15:00
1.69E+09,7/4/2023 3:05,3:05:19,1.24,25.58,1.32,19.96,94.05,95.25,6:13:00,18:15:00
1.69E+09,7/5/2023 3:00,3:00:20,1.23,25.59,1.38,19.23,94.08,95.28,6:13:00,18:15:00
1.69E+09,7/5/2023 2:55,2:55:20,1.21,26.76,1.68,17.46,94.11,95.31,6:13:00,18:15:00
1.69E+09,7/5/2023 2:50,2:50:23,1.23,28.53,1.42,16.6,94.13,95.32,6:13:00,18:15:00
